ID,DBH,SPP,MAIN,DEG,DIST,NOTES,NAIL,MS,PLOT,TRI,DATE
3233,20.8,DALRET,,40,14.42,"Pole pruner, Fabaceae",0,,009,W,6/21/19
3234,1.5,SAPTHE,,48,12.71,,,,009,W,6/21/19
3235,3,SAPPAL,,46,13.78,,,,009,W,6/21/19
3236,1.5,TABOCH,,48,13.16,,,,009,W,6/21/19
3237,0.9,,3236,,,,,,009,W,6/21/19
3238,10.1,COUHEX,,60,12.75,,,,009,W,6/21/19
3239,4.5,,3238,,,,,,009,W,6/21/19
3240,1,SOLHAZ,,60,12.53,,,,009,W,6/21/19
3241,1,SOLHAZ,,70,11.85,,,,009,W,6/21/19
3242,1.1,SPOPUR,,76,11.8,,,,009,W,6/21/19
3243,2.2,SOLHAZ,,72,11.72,,,,009,W,6/21/19
3244,1.4,SOLHAZ,,78,10.94,,,,009,W,6/21/19
3245,1.2,SAPPAL,,76,11.65,,,,009,W,6/21/19
3246,1.2,,3245,,,,,,009,W,6/21/19
3247,11,EXOMEX,,86,10.04,,,,009,W,6/21/19
3248,1.3,ALLOCC,,92,11.26,,,,009,W,6/21/19
3249,3.9,,3250,,,,,,009,W,6/21/19
3250,5.9,ERYHAV,,100,8.86,,,,009,W,6/21/19
3251,1.1,,3250,,,,,,009,W,6/21/19
3252,1.9,,3250,,,,,,009,W,6/21/19
3253,1.9,,3250,,,,,,009,W,6/21/19
3254,7.5,BUNBIO,,118,9.3,,,,009,W,6/21/19
3255,28.2,EXOMEX,,126,10.25,,,,009,W,6/21/19
3256,2.3,COUELI,,120,11.01,Lonchocarpus sp 2,,,009,W,6/21/19
3257,2.4,MACBIO,,130,10.02,,,,009,W,6/21/19
3258,4.7,COUELI,,124,9.3,Lonchocarpus sp 2,,,009,W,6/21/19
3259,5.5,COUELI,,132,6.98,Lonchocarpus sp 2,,,009,W,6/21/19
3260,4.3,CAPIND,,128,6.81,,,,009,W,6/21/19
