ID,DBH,SPP,MAIN,DEG,DIST,NOTES,NAIL,MS,PLOT,TRI,DATE
3422,4.8,,3423,,,,,,010,W,6/22/19
3423,7.2,JAQNER,,58,12.34,,,,010,W,6/22/19
3424,1.2,SOLHAZ,,56,11.81,,,,010,W,6/22/19
3425,2,SOLHAZ,,68,10.69,,,,010,W,6/22/19
3426,5.4,BUNBIO,,66,10.71,,,,010,W,6/22/19
3427,11,ATEHER,,64,9.63,"Pole pruner, ATEHER",,,010,W,6/22/19
3428,2.1,SOLHAZ,,64,8.89,,,,010,W,6/22/19
3429,1.1,,3428,,,,,,010,W,6/22/19
3430,14.2,MACBIO,,68,10.52,,,,010,W,6/22/19
3431,1.7,SAPPAL,,80,10.96,,,,010,W,6/22/19
3432,1,SOLHAZ,,82,9.55,,,,010,W,6/22/19
3433,1.3,SOLHAZ,,74,8.97,,,,010,W,6/22/19
3434,1.5,SOLHAZ,,80,8.65,,,,010,W,6/22/19
3435,4.1,ASTGRA,,92,8.76,,,,010,W,6/22/19
3436,1.2,LONMIN,,90,7.2,Lonchocarpus sp 2,,,010,W,6/22/19
3437,20.5,EXOMEX,,96,7.93,,,,010,W,6/22/19
3438,1.7,ALLOCC,,110,10.25,,,,010,W,6/22/19
3439,1.6,LONMIN,,112,10.62,Lonchocarpus sp 2,,,010,W,6/22/19
3440,5.2,BUNBIO,,120,11.85,,,,010,W,6/22/19
3441,21.1,CALCAN,,140,12.22,Nail,0,,010,W,6/22/19
3442,5.2,,,134,11.16,Cable liana,,,010,W,6/22/19
3443,5.5,,,140,10.68,Cable liana,,,010,W,6/22/19
3444,1.7,CALCAN,,140,12.222,,,,010,W,6/22/19
3445,4.8,SEMMEX,,124,8.85,,,,010,W,6/22/19
3446,2.6,SEMMEX,,124,8.63,,,,010,W,6/22/19
3447,1.9,,,124,8.99,Dotted liana,,,010,W,6/22/19
3448,2.1,BERNIC,,128,6.7,"Luehea sp?, Alternate serrate, 3-veined palmate, intrapetiolar stipules",,,010,W,6/22/19
3449,1.7,,3448,,,,,,010,W,6/22/19
3450,1.1,,3448,,,,,,010,W,6/22/19
3451,4.9,SEMMEX,,132,6.33,,,,010,W,6/22/19
3452,1.7,SPOPUR,,130,4.85,,,,010,W,6/22/19
3453,21.2,LONMIN,,126,4.47,"Tall tree, compound 2-3 pairs, Loncharpus sp 2?",,,010,W,6/22/19
3454,1.2,SPOPUR,,100,4.12,,,,010,W,6/22/19
3455,16.6,EXOMEX,,96,4.97,,,,010,W,6/22/19
3456,1.3,SOLHAZ,,64,2.21,,,,010,W,6/22/19
3457,2.2,,,68,4.4,Apo liana,,,010,W,6/22/19
3458,8.5,STEOBO,,76,4.62,,,,010,W,6/22/19
3459,15.9,ATEHER,,62,5.83,"Tall tree, large (30cm) compound leaves 2-4 pairs leaflets, vertical striped bark",,,010,W,6/22/19
3460,4.1,,,62,7.53,Cable liana,,,010,W,6/22/19
3461,3.4,ATEHER,,64,7.44,,,,010,W,6/22/19
3462,6.1,ERYHAV,,68,7.55,,,,010,W,6/22/19
3463,4.6,,3462,,,,,,010,W,6/22/19
3464,6.9,CAPIND,,44,6.42,,,,010,W,6/22/19
3465,1.2,SPOPUR,,52,8.6,,,,010,W,6/22/19
3466,4.1,ATEHER,,46,10.51,,,,010,W,6/22/19
3467,1.9,,3466,,,,,,010,W,6/22/19
3468,5.1,COUELI,,56,11.18,"Lonchocarpus sp 2, Leaves indented",,,010,W,6/22/19
3469,1.5,,,56,11.18,Dotted liana,,,010,W,6/22/19
3470,1.4,COUELI,,56,11.18,"Lonchocarpus sp 2, 3-4 pairs",,,010,W,6/22/19
3471,1.3,,,90,7.08,"Dotted liana, Center near 3448",,,010,W,6/22/19
3472,2.8,ACATEN,,110,6.01,,,,010,N,6/22/19
3473,1.6,SPOPUR,,150,12.23,,,,010,N,6/22/19
3474,1.3,BUNBIO,,148,11.2,,,,010,N,6/22/19
3475,2,LUECAN,,152,10.27,Luehea sp,,,010,N,6/22/19
3476,1.3,LUECAN,,160,8.72,Luehea sp,,,010,N,6/22/19
3477,17.1,BUNBIO,,158,7.28,,,,010,N,6/22/19
3478,4.5,ERYHAV,,168,7.48,,,,010,N,6/22/19
3479,3.2,,3478,,,,,,010,N,6/22/19
3480,1.9,,3478,,,,,,010,N,6/22/19
3481,4.6,,,164,5.89,Cable liana,,,010,N,6/22/19
3482,2.2,SOLHAZ,,170,5.71,,,,010,N,6/22/19
3483,13.3,CALCAN,,180,8.18,Nail,0,,010,N,6/22/19
3484,1.2,,3483,,,,,,010,N,6/22/19
3485,13.3,REHTRI,,182,6.74,,0,,010,N,6/22/19
3486,1.5,TABOCH,,182,6.6,,,,010,N,6/22/19
3487,2.6,,3487,,,,,,010,N,6/22/19
3488,3.8,CAPIND,,182,7.07,,,,010,N,6/22/19
3489,2.2,LUECAN,,182,8.44,Luehea sp,,,010,N,6/22/19
3490,1.1,,3489,,,,,,010,N,6/22/19
3491,1.5,,3489,,,,,,010,N,6/22/19
3492,1.9,STEOBO,,190,8.75,,,,010,N,6/22/19
3493,1.1,,3492,,,,,,010,N,6/22/19
3494,1.2,,3492,,,,,,010,N,6/22/19
3495,4.2,,,192,8.81,Cable liana,,,010,N,6/22/19
3496,2.1,BUNBIO,,194,8.84,,,,010,N,6/22/19
3497,1.7,SOLHAZ,,212,8.07,,,,010,N,6/22/19
3498,4.9,LUECAN,,210,9.67,Luehea sp,,,010,N,6/22/19
3499,1.2,,3498,,,,,,010,N,6/22/19
3500,1.5,,3498,,,,,,010,N,6/22/19
3501,2.6,,3498,,,,,,010,N,6/22/19
3502,9.6,TABOCH,,206,11.68,,,,010,N,6/22/19
3503,3.8,COUELI,,216,11.01,Lonchocarpus sp 2,,,010,N,6/22/19
3504,1.7,CAPIND,,218,10.78,,,,010,N,6/22/19
3505,1.7,,3506,,,,,,010,N,6/22/19
3506,2.3,SOLHAZ,,214,12.11,,,,010,N,6/22/19
3507,5.8,LONMIN,,198,5.86,Lonchocarpus sp 2,,,010,N,6/22/19
3508,2.2,,,200,4.81,Cable liana,,,010,N,6/22/19
3509,13.1,BUNBIO,,214,4.35,,,,010,N,6/22/19
3510,9.6,,3509,,,,,,010,N,6/22/19
3511,24.5,LONMIN,,200,4.24,"Lonchocarpus sp 2, dying",,,010,N,6/22/19
3512,1.2,ALLOCC,,190,2.86,,,,010,N,6/22/19
3513,3.6,SOLHAZ,,196,2.12,,,,010,N,6/22/19
3514,2.3,,,186,4.6,Striped liana,,,010,N,6/22/19
3515,1.3,CORGUA,,178,3.29,,,,010,N,6/22/19
3516,6,COUELI,,150,3.23,"Pole pruners, Lonchocarpus sp 2",,,010,N,6/22/19
3517,1.8,SOLHAZ,,142,4.18,,,,010,N,6/22/19
3518,1.5,STEOBO,,154,4.81,,,,010,N,6/22/19
3519,1.3,SOLHAZ,,144,5.18,,,,010,N,6/22/19
3520,1.2,LUECAN,,134,5.65,Luehea sp,,,010,N,6/22/19
3521,1.5,CAPIND,,146,6.49,,,,010,N,6/22/19
3522,1.2,SPOPUR,,142,7.92,,,,010,N,6/22/19
3523,1.8,SPOPUR,,148,8.3,,,,010,N,6/22/19
3524,1.4,,3523,,,,,,010,N,6/22/19
3525,1.4,ALLOCC,,140,10.75,,,,010,N,6/22/19
3526,1.2,,3525,,,,,,010,N,6/22/19
3527,1.1,,3525,,,,,,010,N,6/22/19
3528,1.1,ALLOCC,,238,8.65,,,,010,E,6/22/19
3529,12.8,ACAFAR,,228,10.65,,,,010,E,6/22/19
3530,2,,3532,,,,,,010,E,6/22/19
3531,1.9,,3532,,,,,,010,E,6/22/19
3532,2.8,ERYHAV,,248,8.74,,,,010,E,6/22/19
3533,2.4,,3532,,,,,,010,E,6/22/19
3534,1.8,,3532,,,,,,010,E,6/22/19
3535,19.6,BURSIM,,244,8.66,,,,010,E,6/22/19
3536,2.3,COUELI,,248,6.71,Lonchocarpus sp 5,,,010,E,6/22/19
3537,5.8,LONMIN,,248,6.71,Lonchocarpus sp 2,,,010,E,6/22/19
3538,1.4,,3536,248,6.71,Lonchocarpus sp 5,,,010,E,6/22/19
3539,3.4,,,244,6.22,Cable liana,,,010,E,6/22/19
3540,3.1,LONMIN,,238,6.43,Lonchocarpus sp 2,,,010,E,6/22/19
3541,3.8,,,252,6.07,Cable liana,,,010,E,6/22/19
3542,2.8,,,260,7.79,Cable liana,,,010,E,6/22/19
3543,4.1,,,266,7.75,Cable liana,,,010,E,6/22/19
3544,18.8,CALCAN,,264,8.73,,,,010,E,6/22/19
3545,1.3,,3544,,,,,,010,E,6/22/19
3546,1.9,ALLOCC,,270,8.9,,,,010,E,6/22/19
3547,6.2,JAQNER,,276,8.02,,,,010,E,6/22/19
3548,4.9,TABOCH,,274,7.55,,,,010,E,6/22/19
3549,3.2,LONMIN,,286,7.08,Lonchocarpus sp 2,,,010,E,6/22/19
3550,4.9,LONMIN,,294,7.63,Lonchocarpus sp 2,,,010,E,6/22/19
3551,1.6,LONMIN,,292,10.23,Lonchocarpus sp 2,,,010,E,6/22/19
3552,8.6,CALCAN,,304,10.94,,,,010,E,6/22/19
3553,1.3,,3554,,,,,,010,E,6/22/19
3554,1.6,BUNBIO,,306,10.8,,,,010,E,6/22/19
3555,4.3,LONMIN,,300,12.98,Lonchocarpus sp 2,,,010,E,6/22/19
3556,5.1,TABOCH,,308,13.6,,,,010,E,6/22/19
3557,1.4,BUNBIO,,308,9.33,,,,010,E,6/22/19
3558,2.4,LONMIN,,310,8.96,Lonchocarpus sp 2,,,010,E,6/22/19
