ID,DBH,SPP,MAIN,NOTES,PLOT,TRI,NAIL,MS,DEG,DIST
5879,2.10,,,,116,W,,,,
5880,1.70,,,,116,W,,,,
5881,1.80,,,,116,W,,,,
5882,10.90,ASTGRA,,,116,W,,1173,,
5883,3.20,ASTGRA,,,116,W,,1178,,
5884,2.70,,,Rough liana,116,W,,1181,,
5885,2.00,ASTGRA,,,116,W,,,,
5886,2.50,,,Rough liana,116,W,,,,
5887,2.10,,,Ridged liana,116,W,,,,
5888,1.80,BACGUI,,,116,W,,,,
5889,1.80,,,Rough liana,116,W,,,,
5890,7.50,ASTGRA,,,116,W,,,,
5891,2.30,,,Rough liana,116,W,,,,
5892,1.90,ASTGRA,,,116,W,,,,
5893,1.10,BACGUI,,,116,W,,,,
5894,1.40,BACGUI,,,116,W,,,,
5895,1.70,BACGUI,,,116,W,,,,
5896,1.50,BACGUI,,,116,W,,,,
5897,2.30,BACGUI,,,116,W,,,,
5898,2.40,ASTGRA,,,116,W,,1192,,
5899,13.40,ASTGRA,,,116,W,0,,,
5900,12.20,CALCAN,,,116,W,,,,
5901,2.20,BACGUI,,,116,W,,,,
5902,1.50,BACGUI,,,116,W,,,,
5903,1.40,BACGUI,,,116,W,,,,
5904,2.00,BACGUI,,,116,W,,,,
5905,1.90,BACGUI,,,116,W,,,,
5906,2.80,ASTGRA,,,116,W,,,,
5907,12.90,ASTGRA,,,116,W,,,,
5908,2.70,TETVOL,,,116,W,,,,
5909,1.60,BACGUI,,,116,W,,,,
5910,2.20,BACGUI,,,116,W,,,,
5911,2.20,BACGUI,,,116,W,,,,
5912,2.80,BACGUI,,,116,W,,,,
5913,2.20,BACGUI,,,116,W,,,,
5914,2.40,BACGUI,,,116,W,,,,
5915,2.20,BACGUI,,,116,W,,,,
5916,2.30,BACGUI,,,116,W,,,,
5917,2.40,BACGUI,,,116,W,,,,
5918,2.00,BACGUI,,,116,W,,,,
5919,5.50,ASTGRA,,,116,W,,,,
5920,4.40,ASTGRA,,,116,W,,1236,,
5921,4.20,ASTGRA,,,116,W,,,,
5922,2.80,ASTGRA,,,116,W,,,,
5923,8.40,CAPIND,,,116,W,,,,
5924,1.80,PAUCUR,,"Smooth liana, Paulinia winged rachis",116,W,,1233,,
5925,3.70,CASSYL,,,116,W,,1230,,
5926,1.60,SLOTER,,Sloane a,116,W,,,,
5927,4.00,SLOTER,,Sloanea,116,W,,,,
5928,3.60,,5627,,116,W,,,,
5929,2.60,ASTGRA,,,116,W,,,,
5930,2.40,BACGUI,,,116,W,,,,
5931,1.90,BACGUI,,,116,W,,,,
5932,2.10,BACGUI,,,116,W,,,,
5933,2.20,BACGUI,,,116,W,,,,
5934,2.50,BACGUI,,,116,W,,,,
5935,2.40,BACGUI,,,116,W,,,,
5936,2.70,BACGUI,,,116,W,,,,
5937,2.30,BACGUI,,,116,W,,,,
5938,2.00,,,smooth gray liana,116,W,,,,
5939,1.70,BACGUI,,,116,W,,,,
5940,2.10,BACGUI,,,116,W,,,,
5941,1.80,BACGUI,,,116,W,,,,
5942,2.30,ROUGLA,,,116,W,,,,
5943,4.00,ASTGRA,,,116,W,,,,
5944,4.30,ASTGRA,,,116,W,,,,
5945,2.00,TABOCH,,,116,W,,,,
5946,7.10,,,Sloane a,116,W,,,,
5947,3.10,,5947,,116,W,,,,
5948,3.00,,5947,,116,W,,,,
5949,2.80,,5947,,116,W,,,,
5950,4.90,ACACOL,,,116,W,,,,
1129,,,,Macrosystems tag,116,W,,1129,,
1134,,,,Macrosystems tag,116,W,,,,
1152,,,,Macrosystems tag,116,W,,,,
1135,,,,Macrosystems tag,116,W,,,,
1138,,,,Macrosystems tag,116,W,,,,
1136,,,,Macrosystems tag,116,W,,,,
1132,,,,Macrosystems tag,116,W,,,,
1137,,,,Macrosystems tag,116,W,,,,
1140,,,,Macrosystems tag,116,W,,,,
1141,,,,Macrosystems tag,116,W,,,,
1139,,,,Macrosystems tag,116,W,,,,
1147,,,,Macrosystems tag,116,W,,,,
1144,,,,Macrosystems tag,116,W,,,,
1145,,,,Macrosystems tag,116,W,,,,
1151,,,,Macrosystems tag,116,W,,,,
1149,,,,Macrosystems tag,116,W,,,,
1154,,,,Macrosystems tag,116,W,,,,
1155,,,,Macrosystems tag,116,W,,,,
1157,,,,Macrosystems tag,116,W,,,,
1150,,,,Macrosystems tag,116,W,,,,
1170,,,,Macrosystems tag,116,W,,,,
1171,,,,Macrosystems tag,116,W,,,,
1166,,,,Macrosystems tag,116,W,,,,
1172,,,,Macrosystems tag,116,W,,,,
1174,,,,Macrosystems tag,116,W,,,,
1180,,,,Macrosystems tag,116,W,,,,
1184,,,,Macrosystems tag,116,W,,,,
1185,,,,Macrosystems tag,116,W,,,,
1251,,,,Macrosystems tag,116,W,,,,
1190,,,,Macrosystems tag,116,W,,,,
1187,,,,Macrosystems tag,116,W,,,,
1191,,,,Macrosystems tag,116,W,,,,
1195,,,,Macrosystems tag,116,W,,,,
1194,,,,Macrosystems tag,116,W,,,,
1206,,,,Macrosystems tag,116,W,,,,
1210,,,,Macrosystems tag,116,W,,,,
1209,,,,Macrosystems tag,116,W,,,,
1207,,,,Macrosystems tag,116,W,,,,
1216,,,,Macrosystems tag,116,W,,,,
1212,,,,Macrosystems tag,116,W,,,,
1217,,,,Macrosystems tag,116,W,,,,
1215,,,,Macrosystems tag,116,W,,,,
1218,,,,Macrosystems tag,116,W,,,,
1229,,,,Macrosystems tag,116,W,,,,
1228,,,,Macrosystems tag,116,W,,,,
1221,,,,Macrosystems tag,116,W,,,,
1223,,,,Macrosystems tag,116,W,,,,
1227,,,,Macrosystems tag,116,W,,,,
1238,,,,Macrosystems tag,116,W,,,,
1235,,,,Macrosystems tag,116,W,,,,
1240,,,,Macrosystems tag,116,W,,,,
2307,,,,Macrosystems tag,116,W,,,,
1211,,,,Macrosystems tag,116,W,,,,
1219,,,,Macrosystems tag,116,W,,,,
