ID,DBH,SPP,MAIN,NOTES,PLOT,TRI,NAIL,MS,DEG,DIST
7065,4.90,SAPPAL,,,122,W,,,,
7066,1.30,,7065,,122,W,,,,
7067,6.80,CALCAN,,,122,W,,,,
7068,2.30,ROUGLA,,,122,W,,,,
7069,1.10,LONMIN,,,122,W,,,,
7070,5.30,RANTHU,,,122,W,,,,
7071,22.60,EXOMEX,,,122,W,,,,
7072,1.90,ACACOL,,,122,W,,,,
7073,3.50,PAUCUR,,,122,W,,,,
7074,2.50,SAPPAL,,,122,W,,,,
7075,1.50,,7074,,122,W,,,,
7076,4.90,ASTGRA,,,122,W,,,,
7077,1.20,,,Dotted liana,122,W,,,,
7078,1.30,TETVOL,,,122,W,,,,
7079,9.30,CAPIND,,,122,W,,,,
7080,1.80,,,Same as 6901,122,W,,,,
7081,2.40,ACACOL,,,122,W,,,,
7082,6.80,OCOVER,,,122,W,,,,
7083,3.20,,7082,,122,W,,,,
7084,6.40,CASSYL,,,122,W,,,,
7085,2.20,,7084,,122,W,,,,
7086,1.10,,7084,,122,W,,,,
7087,1.50,CAPIND,,,122,W,,,,
7088,16.80,CALCAN,,,122,W,0,,,
7089,6.50,CALCAN,,,122,W,,,,
7090,6.20,CALCAN,,,122,W,,,,
7091,1.90,ALBEDU,,,122,N,,,,
7092,2.30,,,Same as 6901,122,N,,,,
7093,4.70,CHOSPI,,,122,N,,,,
7094,7.40,CAPIND,,,122,N,,,,
7095,6.50,OCOVER,,,122,N,,,,
7096,4.50,,7095,,122,N,,,,
7097,4.60,MANCHI,,,122,N,,,,
7098,1.30,ASTGRA,,,122,N,,,,
7099,1.20,,7098,,122,N,,,,
7100,1.20,,7098,,122,N,,,,
7101,1.00,,7098,,122,N,,,,
7102,3.10,TRORAC,,,122,N,,,,
7103,2.00,OCOVER,,,122,N,,,,
7104,8.90,CHRBRE,,Pole,122,N,,,,
7105,9.00,MANCHI,,,122,N,,,,
7106,7.90,SWACUB,,,122,N,,,,
7107,6.80,SWACUB,,,122,N,,,,
7108,2.30,TRORAC,,,122,N,,,,
7109,1.30,,,New liana,122,N,,,,
7110,1.60,CAPIND,,,122,N,,,,
7111,1.20,,7110,,122,N,,,,
7112,1.40,,7110,,122,N,,,,
7113,2.40,ACACOL,,,122,N,,,,
7114,1.20,,,New liana,122,N,,,,
7115,1.00,,,New liana,122,N,,,,
7116,12.40,CALCAN,,,122,N,0,,,
7117,1.80,TETVOL,,,122,N,,,,
7118,1.80,,,New liana,122,N,,,,
7119,1.80,RANTHU,,,122,N,,,,
7120,3.60,RANMON,,,122,N,,,,
7121,16.80,CALCAN,,,122,N,,,,
7122,4.00,LONMIN,,,122,N,,,,
7123,15.80,SIMGLA,,,122,N,0,,,
7124,1.20,,,New liana,122,N,,,,
7125,3.70,XLYSEE,,,122,N,,,,
7126,1.50,HELBAR,,Helecteris baruensis,122,E,,,,
7127,1.00,,7126,,122,E,,,,
7128,5.00,XLYSEE,,,122,E,,,,
7129,6.80,ASTGRA,,,122,E,,,,
7130,1.00,LONACU,,,122,E,,,,
7131,6.90,ASTGRA,,,122,E,,,,
7132,4.30,CAPIND,,,122,E,,,,
7133,13.00,SIMGLA,,,122,E,,,,
7134,3.20,ACACOL,,,122,E,,,,
7135,2.20,CASSYL,,,122,E,,,,
7136,1.90,,7135,,122,E,,,,
7137,1.60,,7135,,122,E,,,,
7138,1.10,,7135,,122,E,,,,
7139,1.80,,7135,,122,E,,,,
7140,9.60,CALCAN,,,122,E,,,,
7141,35.40,EXOMEX,,,122,E,,,,
7142,3.60,ASTGRA,,,122,E,,,,
7143,11.90,CALCAN,,,122,E,,,,
7144,9.20,OCOVER,,,122,E,,,,
7145,6.60,,7144,,122,E,,,,
7146,5.60,,7144,,122,E,,,,
7147,90.90,LICARB,,,122,E,,,,
7148,1.30,,,Long liana,122,E,,,,
7149,1.10,,,Long liana,122,E,,,,
7150,1.20,,,Long liana,122,E,,,,
7151,3.20,OCOVER,,,122,E,,,,
7152,45.30,POCFEN,,,122,E,,,,
7153,5.90,GENAME,,,122,E,,,,
7154,5.70,XLYSEE,,,122,E,,,,
7155,2.60,,,Elbow liana,122,E,,,,
7156,2.10,,,New liana,122,E,,,,
7157,1.50,,,New liana,122,E,,,,
7158,2.40,,,Striped liana,122,E,,,,
7159,1.50,,,New liana,122,E,,,,
7160,1.20,ASTGRA,,,122,E,,,,
7161,9.30,TRICUN,,Trichilia sp voucher ,122,E,,,,
7162,2.90,,,Elbow liana,122,E,,,,
7163,10.90,ALBADI,,,122,S,,,,
7164,2.10,,,Elbow liana,122,S,,,,
7165,1.00,ROUGLA,,,122,S,,,,
7166,1.20,CASSYL,,,122,S,,,,
7167,4.20,ASTGRA,,,122,S,,,,
7168,7.90,CASCOR,,,122,S,,,,
7169,2.30,LONFEL,,,122,S,,,,
7170,10.20,ASTGRA,,,122,S,,,,
7171,9.90,CAPIND,,,122,S,,,,
7172,3.00,,7171,,122,S,,,,
7173,4.90,,7171,,122,S,,,,
7174,12.70,MACBIO,,,122,S,,,,
7175,17.90,CALCAN,,,122,S,0,,,
7176,9.90,CASSYL,,,122,S,,,,
7177,7.80,,7176,,122,S,,,,
7178,3.10,,7176,,122,S,,,,
7179,3.50,RANMON,,,122,S,,,,
7182,2.40,DIONIC,,,122,S,,,,
7180,5.50,CAPIND,,,122,S,,,,
7181,1.80,ACACOL,,,122,S,,,,
7183,2.10,LONMIN,,,122,S,,,,
7184,2.80,CAPIND,,,122,S,,,,
7185,1.10,MACBIO,,,122,S,,,,
7186,16.60,EXOMEX,,,122,S,0,,,
17367,12.00,EXOMEX,,,222,W,,,,
17368,11.60,SIMGLA,,,222,W,,,,
17369,1.40,SOLHAZ,,,222,W,,,,
17370,6.80,IXOFLO,,,222,W,,,,
17371,1.10,BYTCAT,,,222,W,,,,
17372,1.90,SLOTER,,,222,W,,,,
17373,2.20,HERREC,,,222,W,,,,
17374,5.20,SLOTER,,,222,W,,,,
17375,3.30,SLOTER,,,222,W,,,,
17376,1.80,ALLOCC,,,222,W,,,,
17377,2.50,CASCOR,,,222,W,,,,
17378,1.10,,17377,,222,W,,,,
17379,3.30,PISACU,,,222,W,,,,
17380,1.70,,17379,,222,W,,,,
17381,1.30,,17379,,222,W,,,,
17382,1.30,,17379,,222,W,,,,
17383,1.10,BYTCAT,,,222,W,,,,
17384,1.20,LONMIN,,,222,W,,,,
17385,3.80,PISACU,,,222,W,,,,
17386,1.00,FORSPI,,,222,W,,,,
17387,2.60,ARRPAT,,,222,W,,,,
17388,8.50,ASTGRA,,,222,W,,,,
17389,1.00,BYTCAT,,,222,W,,,,
17390,1.70,XYLSEE,,,222,W,,,,
17391,4.60,RANMON,,,222,W,,,,
17392,1.80,SEMMEX,,,222,W,,,,
17393,2.70,RANTHU,,,222,W,,,,
17394,2.00,CASSYL,,,222,W,,,,
17395,2.00,,17394,,222,W,,,,
17396,1.20,,17394,,222,W,,,,
17397,2.10,SOLHAZ,,,222,W,,,,
17398,3.30,SOLHAZ,,,222,W,,,,
17399,2.40,SOLHAZ,,,222,W,,,,
17400,2.20,SOLHAZ,,,222,W,,,,
17401,1.90,CORPAN,,,222,W,,,,
17402,1.40,,17401,,222,W,,,,
17403,5.10,CASSYL,,,222,W,,,,
17404,1.20,,17403,,222,W,,,,
17405,3.80,,17403,,222,W,,,,
17406,1.30,FORSPI,,,222,W,,,,
17407,1.00,TABROS,,,222,W,,,,
17408,1.10,BYTCAT,,,222,W,,,,
17409,1.90,SCHSCH,,Voucher,222,N,,,,
17410,1.30,MANHYM,,,222,N,,,,
17411,1.70,MANHYM,,,222,N,,,,
17412,1.50,HERREC,,,222,N,,,,
17413,1.30,MACUNG,,,222,N,,,,
17414,1.60,MACUNG,,,222,N,,,,
17415,1.40,MACUNG,,,222,N,,,,
17416,23.60,LUESPE,,Measured at.1.7,222,N,0,,,
17417,18.00,SEMMEX,,Measure at tag,222,N,0,,,
17418,2.10,PAUCUR,,,222,N,,,,
17419,2.50,PAUCUR,,,222,N,,,,
17420,9.40,XYLSEE,,,222,N,,,,
17421,1.50,PAUCUR,,,222,N,,,,
17422,6.10,,17417,,222,N,,,,
17423,1.40,CYDHET,,,222,N,,,,
17424,1.90,,,Simple liana,222,N,,,,
17425,14.00,LICARB,,,222,N,0,,,
17426,2.50,,,Cydista,222,N,,,,
17427,1.10,TETVOL,,,222,N,,,,
17428,2.50,CASCOR,,,222,N,,,,
17429,2.10,TETVOL,,,222,N,,,,
17430,3.20,TABOCH,,,222,N,,,,
17431,2.20,MACBIO,,,222,N,,,,
17432,3.50,,,Cydista,222,N,,,,
17433,3.30,,,Simple liana,222,N,,,,
17434,2.40,,,Simple liana,222,N,,,,
17435,2.00,OCOVER,,,222,N,,,,
17436,1.90,,,Simple liana,222,N,,,,
17437,3.70,MANCHI,,,222,N,,,,
17438,1.80,SAPPAL,,,222,N,,,,
17439,3.90,BURSIM,,,222,N,,,,
17440,2.10,ARRPAT,,,222,N,,,,
17441,1.80,,,Simple liana,222,N,,,,
17442,3.30,HAMPAT,,"Voucher, whorls of 4",222,N,,,,
17443,1.80,,,Cydista,222,N,,,,
17444,2.00,,,Simple liana,222,N,,,,
17445,2.00,,,Simple liana,222,N,,,,
17446,2.10,OCOVER,,,222,N,,,,
17447,1.40,,17446,,222,N,,,,
17448,1.10,LONACU,,,222,N,,,,
17449,1.00,HERREC,,,222,N,,,,
17450,1.80,HERREC,,,222,N,,,,
17451,16.90,BURSIM,,,222,N,0,,,
17452,2.50,HERREC,,,222,N,,,,
17453,1.10,,,Simple liana,222,N,,,,
17454,9.00,EXOMEX,,Cambium measurment,222,E,,,,
17455,1.70,,,Simple liana,222,E,,,,
17456,2.20,,,Simple liana,222,E,,,,
17457,2.20,STEOBO,,,222,E,,,,
17458,21.50,BURSIM,,,222,E,,,,
17459,1.50,TRIHIR,,,222,E,,,,
17460,1.00,,17460,,222,E,,,,
17461,1.60,SOLHAZ,,,222,E,,,,
17462,1.50,SOLHAZ,,,222,E,,,,
17463,15.70,CECPEL,,,222,E,,,,
17464,7.70,,17463,,222,E,,,,
17465,3.00,TETVOL,,,222,E,,,,
17466,3.10,ALBEDU,,,222,E,,,,
17467,4.30,MACBIO,,,222,E,,,,
17468,1.30,ARRPAT,,,222,E,,,,
17469,5.50,ALBADI,,,222,E,,,,
17470,2.20,EUGSAL,,,222,E,,,,
17471,4.00,ARRPAT,,,222,E,,,,
17472,2.10,,,Simple liana,222,E,,,,
17473,1.20,,,Simple liana,222,E,,,,
17474,2.90,,17477,,222,E,,,,
17475,1.10,,17477,,222,E,,,,
17476,1.80,,17477,,222,E,,,,
17477,3.70,SEMMEX,,,222,E,,,,
